Name,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR,BIP,BABIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,좌%,좌중%,중%,우중%,우%,당%,밀%,좌,좌중,중,우중,우,당,밀,좌_안타,좌중_안타,중_안타,우중_안타,우_안타,당_안타,밀_안타,좌_안타비율,좌중안타비율,중안타비율,우중안타비율,우안타비율,당안타비율,밀안타비율
앤더슨,6,6,0,0,0,0,2,1,0,0,25.0,14,15,15.00,113,31,5,1,2,8,1,0,39,0,1,2,5.04,5.40,5.40,5.22,2.37,1.56,0.47,62,0.468,36.9,9.2,50.8,60.0,3.1,0.6,5.1,6.5,15.6,17.2,21.9,25.0,20.3,52.0,48.0,10,11,14,16,13,26,24,7,2,6,8,8,12,13,0.700,0.182,0.429,0.500,0.615,0.462,0.542
배재환,6,0,6,2,0,0,0,1,0,0,6.2,4,4,3.30,30,5,1,0,1,5,0,1,5,0,0,0,5.40,5.40,4.45,4.09,6.44,1.50,0.11,18,0.222,15.0,15.0,65.0,80.0,5.0,0.2,6.3,0.0,10.0,30.0,10.0,35.0,15.0,38.9,61.1,2,6,2,7,3,7,11,1,4,0,0,0,2,3,0.500,0.667,0.000,0.000,0.000,0.286,0.273
윤대경,5,0,5,0,0,0,0,0,0,0,5.2,7,7,8.20,29,6,2,0,1,5,1,1,6,0,0,0,11.12,11.12,13.02,12.63,6.94,1.94,-0.13,16,0.313,5.9,0.0,94.1,94.1,0.0,0.1,6.3,0.0,35.3,17.6,5.9,11.8,29.4,50.0,50.0,6,3,1,2,5,8,8,1,1,0,0,4,2,4,0.167,0.333,0.000,0.000,0.800,0.250,0.500
정우준,5,0,5,4,0,0,0,0,0,0,5.0,2,2,2.70,21,5,1,0,1,2,0,0,3,0,0,0,3.60,3.60,4.86,4.70,6.32,1.40,0.06,15,0.267,56.3,0.0,43.8,43.8,0.0,1.3,14.3,0.0,12.5,12.5,31.3,18.8,25.0,63.6,36.4,2,2,5,3,4,7,4,1,0,2,0,2,3,0,0.500,0.000,0.400,0.000,0.500,0.429,0.000
조동욱,5,5,0,0,0,0,1,1,0,0,21.1,15,16,16.00,100,26,4,0,1,9,4,0,13,1,1,0,6.33,6.75,6.75,6.41,5.12,1.64,0.12,72,0.347,45.9,5.4,44.6,50.0,4.1,0.9,2.7,3.8,14.9,28.4,14.9,20.3,21.6,47.6,52.4,11,21,11,15,16,30,33,2,8,3,2,11,8,15,0.182,0.381,0.273,0.133,0.688,0.267,0.455
김유성,5,5,0,0,0,0,1,1,0,0,13.1,10,10,9.65,68,17,7,0,1,10,3,0,9,0,0,0,6.75,6.75,6.51,6.87,6.43,2.03,0.09,45,0.356,37.0,4.3,56.5,60.9,2.2,0.6,3.6,5.9,34.8,15.2,13.0,17.4,19.6,60.0,40.0,16,7,6,8,9,24,16,8,1,1,3,4,11,5,0.500,0.143,0.167,0.375,0.444,0.458,0.313
이상민,4,0,4,0,0,0,0,0,0,0,5.0,4,4,4.00,24,7,1,0,0,1,2,0,2,0,0,0,7.20,7.20,7.20,7.73,5.06,1.60,-0.06,19,0.368,42.1,5.3,47.4,52.6,5.3,0.8,0.0,14.3,50.0,27.8,11.1,5.6,5.6,31.3,68.8,9,5,2,1,1,5,11,4,1,2,0,0,3,2,0.444,0.200,1.000,0.000,0.000,0.600,0.182
이의리,4,4,0,0,0,0,1,0,0,0,13.1,8,10,10.00,69,17,3,0,3,14,0,0,14,1,0,0,5.40,6.75,6.75,6.94,7.51,2.33,0.08,38,0.368,46.3,2.4,51.2,53.7,0.0,0.9,13.6,11.8,19.5,17.1,22.0,19.5,22.0,53.1,46.9,8,7,9,8,9,17,15,4,3,7,0,3,7,3,0.500,0.429,0.778,0.000,0.333,0.412,0.200
전용주,4,0,4,0,0,0,0,0,0,0,1.2,2,3,3.15,11,2,0,0,0,3,1,0,4,0,0,0,10.80,16.20,17.01,17.03,5.64,3.00,-0.10,3,0.667,66.7,0.0,33.3,33.3,0.0,2.0,0.0,0.0,33.3,0.0,0.0,66.7,0.0,66.7,33.3,1,0,0,2,0,2,1,0,0,0,2,0,2,0,0.000,,,1.000,,1.000,0.000
신영우,4,2,2,2,0,0,0,1,0,0,9.1,11,11,10.15,52,9,3,0,0,15,2,0,6,0,0,1,10.61,10.61,9.79,9.53,8.24,2.57,-0.14,27,0.333,44.8,3.4,48.3,51.7,3.4,0.9,0.0,0.0,17.9,14.3,17.9,25.0,25.0,65.2,34.8,5,4,5,7,7,15,8,2,1,2,0,4,5,2,0.400,0.250,0.400,0.000,0.571,0.333,0.250
홍원표,4,0,4,4,0,0,0,0,0,0,6.1,3,3,4.20,28,4,1,0,1,6,0,0,5,0,0,0,4.26,4.26,5.97,5.51,7.04,1.58,0.01,16,0.188,41.2,5.9,52.9,58.8,0.0,0.7,10.0,0.0,23.5,17.6,35.3,11.8,11.8,54.5,45.5,4,3,6,2,2,6,5,0,2,1,1,0,1,2,0.000,0.667,0.167,0.500,0.000,0.167,0.400
최지광,4,0,4,0,0,0,1,0,0,0,5.2,2,2,2.00,26,3,0,0,0,5,1,0,3,0,0,0,3.18,3.18,3.18,3.01,6.16,1.41,0.12,17,0.177,41.2,0.0,58.8,58.8,0.0,0.7,0.0,0.0,41.2,17.6,17.6,0.0,23.5,50.0,50.0,7,3,3,0,4,7,7,2,1,0,0,0,2,1,0.286,0.333,0.000,,0.000,0.286,0.143
박승주,4,0,4,4,0,0,0,0,0,0,7.0,7,7,7.00,32,10,1,0,2,3,0,0,8,0,0,3,9.00,9.00,9.00,9.49,6.07,1.86,-0.05,19,0.421,23.8,4.8,71.4,76.2,0.0,0.3,12.5,10.0,15.0,25.0,15.0,25.0,20.0,52.9,47.1,3,5,3,5,4,9,8,3,2,1,0,4,4,5,1.000,0.400,0.333,0.000,1.000,0.444,0.625
박준표,4,0,4,0,0,0,0,0,0,1,2.0,3,3,4.20,15,8,2,0,0,1,1,0,2,0,0,0,13.50,13.50,18.90,18.96,4.80,4.50,-0.12,11,0.727,54.5,0.0,36.4,36.4,9.1,1.5,0.0,0.0,9.1,18.2,18.2,9.1,45.5,66.7,33.3,1,2,2,1,5,6,3,1,1,1,0,5,5,2,1.000,0.500,0.500,0.000,1.000,0.833,0.667
김현수,4,0,4,4,0,0,0,0,0,0,4.1,3,3,4.70,19,3,3,0,0,2,1,0,4,0,0,2,6.23,6.23,9.76,10.33,4.04,1.15,-0.04,12,0.250,33.3,16.7,50.0,66.7,0.0,0.5,0.0,0.0,25.0,16.7,33.3,0.0,25.0,75.0,25.0,3,2,4,0,3,6,2,1,1,0,0,1,3,0,0.333,0.500,0.000,,0.333,0.500,0.000
김진욱,4,4,0,0,0,0,2,0,0,0,21.0,6,7,5.30,87,15,3,0,2,9,0,0,16,2,0,1,2.57,3.00,2.27,2.14,4.76,1.14,1.15,59,0.220,48.4,3.2,45.2,48.4,3.2,1.0,6.7,0.0,30.6,25.8,6.5,19.4,17.7,65.5,34.5,19,16,4,12,11,38,20,7,2,2,2,2,8,5,0.368,0.125,0.500,0.167,0.182,0.211,0.250
이민석,4,4,0,0,0,0,0,1,0,0,12.0,10,10,9.65,60,12,2,3,1,13,1,0,12,1,0,0,7.50,7.50,7.24,7.32,6.31,2.08,0.05,33,0.333,41.2,5.9,47.1,52.9,5.9,0.8,5.6,0.0,29.4,20.6,11.8,20.6,17.6,60.0,40.0,10,7,4,7,6,18,12,4,1,2,3,2,6,4,0.400,0.143,0.500,0.429,0.333,0.333,0.333
박시후,4,0,4,2,0,0,0,0,0,0,5.2,2,2,2.00,25,3,0,0,0,4,0,0,4,1,0,0,3.18,3.18,3.18,3.05,4.62,1.24,0.12,17,0.177,41.2,0.0,52.9,52.9,5.9,0.8,0.0,0.0,29.4,17.6,35.3,17.6,0.0,36.4,63.6,5,3,6,3,0,4,7,0,1,1,1,0,1,1,0.000,0.333,0.167,0.333,,0.250,0.143
조영건,4,2,2,0,0,0,0,1,0,0,15.0,11,14,14.00,73,22,4,0,4,4,1,0,12,1,0,0,6.60,8.40,8.40,8.97,6.41,1.73,-0.21,51,0.353,37.5,3.6,55.4,58.9,3.6,0.6,12.1,9.1,36.4,16.4,14.5,25.5,7.3,62.5,37.5,20,9,8,14,4,30,18,9,4,2,4,3,16,4,0.450,0.444,0.250,0.286,0.750,0.533,0.222
박세진,3,0,3,1,0,0,0,0,0,0,2.2,0,0,1.70,10,3,0,0,0,2,0,0,0,0,0,0,0.00,0.00,5.74,6.16,6.53,1.88,0.02,8,0.375,50.0,0.0,37.5,37.5,12.5,1.3,0.0,0.0,37.5,12.5,0.0,37.5,12.5,62.5,37.5,3,1,0,3,1,5,3,1,1,0,1,0,2,1,0.333,1.000,,0.333,0.000,0.400,0.333
이명종,3,0,3,3,0,0,0,0,0,0,3.2,4,4,5.55,24,8,0,0,0,4,0,1,1,1,0,1,9.82,9.82,13.62,14.24,6.06,3.27,-0.07,18,0.444,31.6,5.3,63.2,68.4,0.0,0.5,0.0,0.0,21.1,10.5,31.6,10.5,26.3,69.2,30.8,4,2,6,2,5,9,4,0,0,4,1,3,2,2,0.000,0.000,0.667,0.500,0.600,0.222,0.500
김민우,3,3,0,0,0,0,1,0,0,0,12.1,3,3,3.00,49,7,0,0,2,6,0,0,13,1,0,0,2.19,2.19,2.19,2.34,5.00,1.05,0.56,28,0.179,36.7,13.3,46.7,60.0,3.3,0.6,11.1,28.6,17.2,17.2,13.8,34.5,17.2,64.0,36.0,5,5,4,10,5,16,9,1,2,1,0,3,6,0,0.200,0.400,0.250,0.000,0.600,0.375,0.000
김태현,3,0,3,1,0,0,0,0,0,0,3.1,6,6,7.20,18,9,2,0,3,1,0,0,0,0,0,1,16.20,16.20,19.44,19.93,15.84,3.00,-0.13,14,0.429,23.5,0.0,76.5,76.5,0.0,0.3,23.1,0.0,29.4,29.4,5.9,11.8,23.5,50.0,50.0,5,5,1,2,4,8,8,2,2,1,2,2,5,3,0.400,0.400,1.000,1.000,0.500,0.625,0.375
최우석,3,0,3,1,0,0,0,0,0,0,3.0,2,2,2.00,15,3,0,0,1,4,0,0,4,0,0,0,6.00,6.00,6.00,6.30,8.97,2.33,0.02,6,0.333,42.9,0.0,57.1,57.1,0.0,0.8,25.0,0.0,28.6,14.3,14.3,14.3,28.6,66.7,33.3,2,1,1,1,2,4,2,2,0,1,0,0,2,0,1.000,0.000,1.000,0.000,0.000,0.500,0.000
육선엽,3,0,3,2,0,0,0,0,0,0,4.2,4,5,6.55,28,9,2,0,2,5,0,0,3,1,0,0,7.71,9.64,12.63,12.61,11.02,3.00,-0.08,18,0.389,50.0,0.0,50.0,50.0,0.0,1.0,20.0,0.0,15.0,40.0,10.0,15.0,20.0,50.0,50.0,3,8,2,3,4,9,9,3,4,1,0,1,3,5,1.000,0.500,0.500,0.000,0.250,0.333,0.556
이재익,3,0,3,0,0,0,0,0,0,0,2.2,8,8,8.00,20,13,3,0,1,1,0,0,0,0,0,0,27.00,27.00,27.00,29.01,9.83,5.25,-0.10,18,0.667,47.4,5.3,47.4,52.6,0.0,0.9,10.0,0.0,31.6,15.8,10.5,10.5,31.6,52.9,47.1,6,3,2,2,6,9,8,4,2,2,1,4,5,6,0.667,0.667,1.000,0.500,0.667,0.556,0.750
김진수,3,0,3,1,0,0,0,1,0,0,5.0,7,7,4.60,23,6,1,0,2,2,0,0,4,0,0,0,12.60,12.60,8.28,7.98,8.20,1.60,-0.06,15,0.267,35.3,5.9,58.8,64.7,0.0,0.5,18.2,0.0,29.4,17.6,5.9,23.5,23.5,50.0,50.0,5,3,1,4,4,8,8,3,0,1,0,2,4,1,0.600,0.000,1.000,0.000,0.500,0.500,0.125
시라카와,3,3,0,0,0,0,2,1,0,0,11.1,8,9,8.50,54,13,3,0,0,9,0,0,12,0,0,0,6.35,7.15,6.75,6.16,4.02,1.94,0.16,33,0.394,54.5,0.0,42.4,42.4,3.0,1.3,0.0,0.0,18.2,21.2,21.2,30.3,9.1,57.7,42.3,6,7,7,10,3,15,11,3,2,3,4,1,6,4,0.500,0.286,0.429,0.400,0.333,0.400,0.364
이충호,3,0,3,0,0,0,0,0,0,0,2.1,1,1,3.05,13,4,1,0,0,3,0,0,3,0,0,0,3.86,3.86,11.76,11.06,4.97,3.00,-0.06,7,0.571,57.1,0.0,42.9,42.9,0.0,1.3,0.0,0.0,28.6,14.3,14.3,0.0,42.9,33.3,66.7,2,1,1,0,3,2,4,2,1,1,0,0,0,3,1.000,1.000,1.000,,0.000,0.000,0.750
김도규,3,0,3,2,0,0,0,0,0,0,3.0,2,2,2.00,17,4,0,0,0,4,0,1,4,0,0,0,6.00,6.00,6.00,6.41,5.00,2.67,0.01,9,0.444,22.2,0.0,77.8,77.8,0.0,0.3,0.0,0.0,22.2,22.2,22.2,0.0,33.3,57.1,42.9,2,2,2,0,3,4,3,0,2,1,0,1,1,2,0.000,1.000,0.500,,0.333,0.250,0.667
김영현,3,0,3,0,0,0,0,0,0,0,3.1,3,5,5.35,20,6,2,0,0,3,1,0,2,1,0,0,8.10,13.50,14.44,13.60,6.42,2.70,-0.06,14,0.429,50.0,14.3,35.7,50.0,0.0,1.0,0.0,16.7,42.9,21.4,7.1,7.1,21.4,76.9,23.1,6,3,1,1,3,10,3,3,2,1,0,0,4,1,0.500,0.667,1.000,0.000,0.000,0.400,0.333
홍민기,3,1,2,0,0,0,0,0,0,0,3.2,5,7,5.15,24,8,3,0,0,1,2,0,2,2,0,3,12.27,17.18,12.64,11.81,5.37,2.45,-0.01,19,0.421,47.4,5.3,47.4,52.6,0.0,0.9,0.0,25.0,31.6,26.3,5.3,26.3,10.5,55.6,44.4,6,5,1,5,2,10,8,2,3,0,1,2,4,4,0.333,0.600,0.000,0.200,1.000,0.400,0.500
채원후,3,0,3,1,0,0,0,0,0,0,3.0,4,4,4.00,18,6,2,0,0,3,0,0,2,0,0,2,12.00,12.00,12.00,11.91,5.63,3.00,-0.04,13,0.462,46.2,0.0,53.8,53.8,0.0,0.9,0.0,0.0,23.1,30.8,7.7,23.1,15.4,41.7,58.3,3,4,1,3,2,5,7,2,2,0,1,1,1,5,0.667,0.500,0.000,0.333,0.500,0.200,0.714
진우영,3,0,3,3,0,0,0,0,0,0,4.2,2,2,2.00,22,4,2,0,0,4,0,0,4,0,0,1,3.86,3.86,3.86,4.08,4.72,1.71,0.07,14,0.286,7.1,0.0,85.7,85.7,7.1,0.1,0.0,0.0,28.6,14.3,7.1,7.1,42.9,53.8,46.2,4,2,1,1,6,7,6,1,1,0,0,2,3,1,0.250,0.500,0.000,0.000,0.333,0.429,0.167
강건,3,0,3,2,0,0,0,0,0,0,2.2,1,1,1.85,14,4,0,0,0,3,0,0,2,0,0,0,3.38,3.38,6.24,5.88,5.81,2.63,0.02,9,0.444,55.6,0.0,44.4,44.4,0.0,1.3,0.0,0.0,33.3,0.0,22.2,33.3,11.1,57.1,42.9,3,0,2,3,1,4,3,1,0,1,1,1,0,3,0.333,,0.500,0.333,1.000,0.000,1.000
김주온,2,0,2,2,0,0,0,0,0,0,4.2,8,8,9.55,25,8,1,0,2,3,0,0,4,0,0,0,15.43,15.43,18.42,18.30,9.15,2.36,-0.11,16,0.375,33.3,0.0,61.1,61.1,5.6,0.5,18.2,0.0,33.3,11.1,16.7,22.2,16.7,60.0,40.0,6,2,3,4,3,9,6,3,0,1,3,1,5,2,0.500,0.000,0.333,0.750,0.333,0.556,0.333
김도윤,2,0,2,2,0,0,0,0,0,0,2.1,1,2,2.00,12,2,1,0,0,2,1,0,1,0,0,0,3.86,7.71,7.71,8.29,7.12,1.71,0.00,8,0.250,37.5,0.0,62.5,62.5,0.0,0.6,0.0,50.0,0.0,50.0,25.0,12.5,12.5,33.3,66.7,0,4,2,1,1,2,4,0,1,1,0,0,0,1,,0.250,0.500,0.000,0.000,0.000,0.250
바리아,2,2,0,0,0,0,1,0,0,0,10.0,3,3,3.00,37,7,1,0,1,2,0,0,6,0,0,0,2.70,2.70,2.70,2.66,4.51,0.90,0.49,27,0.222,51.7,10.3,37.9,48.3,0.0,1.1,7.1,14.3,24.1,27.6,17.2,17.2,13.8,54.2,45.8,7,8,5,5,4,13,11,1,2,2,1,1,3,2,0.143,0.250,0.400,0.200,0.250,0.231,0.182
성동현,2,0,2,1,0,0,0,0,0,0,2.0,0,0,0.00,8,0,0,0,0,3,0,0,1,0,0,0,0.00,0.00,0.00,0.00,7.60,1.50,0.08,4,0.000,100.0,0.0,0.0,0.0,0.0,,,,50.0,25.0,0.0,25.0,0.0,75.0,25.0,2,1,0,1,0,3,1,0,0,0,0,0,0,0,0.000,0.000,,0.000,,0.000,0.000
김동규,2,0,2,1,0,0,0,0,0,0,0.1,2,2,1.30,4,1,1,0,0,2,0,0,0,0,0,0,54.00,54.00,35.10,33.68,22.80,9.00,-0.01,2,0.500,50.0,0.0,50.0,50.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,,0.500,,,,0.500,
최종인,2,0,2,1,0,0,0,0,0,0,1.2,4,4,4.50,12,6,0,0,2,1,0,0,3,0,0,0,21.60,21.60,24.30,24.30,15.84,4.20,-0.04,6,0.667,25.0,0.0,62.5,62.5,12.5,0.4,40.0,0.0,37.5,25.0,12.5,0.0,25.0,57.1,42.9,3,2,1,0,2,4,3,3,1,1,0,1,3,2,1.000,0.500,1.000,,0.500,0.750,0.667
유승철,2,0,2,1,0,0,0,0,0,0,2.0,3,3,1.80,12,2,0,0,0,5,0,0,1,0,0,1,13.50,13.50,8.10,8.68,10.70,3.50,-0.01,6,0.333,33.3,16.7,50.0,66.7,0.0,0.5,0.0,0.0,50.0,16.7,0.0,0.0,33.3,83.3,16.7,3,1,0,0,2,5,1,1,0,0,0,1,2,0,0.333,0.000,,,0.500,0.400,0.000
현도훈,2,0,2,2,0,0,0,0,0,0,3.0,1,1,1.70,12,2,0,1,0,1,0,0,3,0,0,0,3.00,3.00,5.10,4.63,2.73,1.00,0.04,8,0.250,37.5,0.0,62.5,62.5,0.0,0.6,0.0,0.0,50.0,25.0,25.0,0.0,0.0,50.0,50.0,4,2,2,0,0,3,3,0,1,1,0,0,0,1,0.000,0.500,0.500,,,0.000,0.333
임상현,2,2,0,0,0,0,0,2,0,0,8.1,8,11,9.45,42,11,4,0,0,8,0,0,6,0,0,0,8.64,11.88,10.21,10.46,5.38,2.28,-0.13,28,0.393,42.9,7.1,50.0,57.1,0.0,0.8,0.0,9.1,17.9,14.3,21.4,32.1,14.3,68.2,31.8,5,4,6,9,4,15,7,2,0,3,5,1,6,2,0.400,0.000,0.500,0.556,0.250,0.400,0.286
이용준,2,2,0,0,0,0,0,1,0,0,6.0,6,6,6.00,30,7,2,0,0,5,0,0,5,1,0,0,9.00,9.00,9.00,9.59,4.70,2.00,-0.06,20,0.350,50.0,0.0,50.0,50.0,0.0,1.0,0.0,14.3,30.0,10.0,20.0,20.0,20.0,68.8,31.3,6,2,4,4,4,11,5,3,1,2,1,0,4,1,0.500,0.500,0.500,0.250,0.000,0.364,0.200
알드레드,2,2,0,0,0,0,1,1,0,0,8.0,6,6,4.45,39,11,1,0,0,4,0,0,11,0,0,0,6.75,6.75,5.01,5.38,2.31,1.88,0.18,24,0.458,41.7,4.2,45.8,50.0,8.3,0.8,0.0,9.1,37.5,20.8,20.8,8.3,12.5,73.7,26.3,9,5,5,2,3,14,5,3,2,4,2,0,4,3,0.333,0.400,0.800,1.000,0.000,0.286,0.600
김민재,2,0,2,2,0,0,0,0,0,0,2.0,4,4,4.00,13,6,0,0,2,0,1,0,2,0,0,0,18.00,18.00,18.00,16.32,15.15,3.00,-0.03,8,0.500,40.0,0.0,60.0,60.0,0.0,0.7,33.3,16.7,20.0,0.0,30.0,20.0,30.0,100.0,0.0,2,0,3,2,3,7,0,1,0,2,1,2,4,0,0.500,,0.667,0.500,0.667,0.571,
고영표,2,2,0,0,0,0,1,1,0,0,10.0,9,9,8.65,51,20,4,2,0,1,0,0,6,1,0,0,8.10,8.10,7.78,7.33,3.01,2.10,0.05,44,0.455,52.3,4.5,40.9,45.5,2.3,1.2,0.0,0.0,16.3,9.3,20.9,20.9,32.6,47.1,52.9,7,4,9,9,14,16,18,3,1,6,4,6,4,10,0.429,0.250,0.667,0.444,0.429,0.250,0.556
백정현,2,2,0,0,0,0,0,0,0,0,8.1,5,5,5.00,38,9,1,1,0,7,0,0,3,0,0,0,5.40,5.40,5.40,5.36,5.91,1.92,0.09,27,0.333,50.0,0.0,50.0,50.0,0.0,1.0,0.0,11.1,32.1,25.0,17.9,10.7,14.3,60.9,39.1,9,7,5,3,4,14,9,6,0,3,0,0,4,2,0.667,0.000,0.600,0.000,0.000,0.286,0.222
박소준,1,1,0,0,0,0,0,1,0,0,4.0,5,5,5.00,20,6,0,0,2,2,0,0,2,0,0,1,11.25,11.25,11.25,10.56,10.45,2.00,-0.06,14,0.286,37.5,6.3,37.5,43.8,18.8,0.9,28.6,0.0,12.5,6.3,31.3,18.8,31.3,63.6,36.4,2,1,5,3,5,7,4,1,0,3,1,1,2,1,0.500,0.000,0.600,0.333,0.200,0.286,0.250
배민서,1,0,1,0,0,0,0,0,0,0,1.2,3,3,3.00,11,4,1,0,0,3,0,0,1,0,0,0,16.20,16.20,16.20,15.85,8.28,4.20,-0.03,7,0.571,71.4,0.0,28.6,28.6,0.0,2.5,0.0,0.0,14.3,14.3,14.3,14.3,42.9,83.3,16.7,1,1,1,1,3,5,1,0,0,0,1,3,4,0,0.000,0.000,0.000,1.000,1.000,0.800,0.000
최현석,1,0,1,0,0,0,0,0,0,0,0.0,2,2,2.00,3,2,0,0,1,1,0,0,0,0,0,0,99.99,99.99,59.32,57.14,15004.20,99.99,-0.01,1,1.000,0.0,0.0,100.0,100.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0,50.0,50.0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,,1.000,,,1.000,1.000,1.000
이믿음,1,1,0,0,0,0,0,1,0,0,4.0,7,7,7.00,27,11,2,0,0,4,0,0,2,0,0,0,15.75,15.75,15.75,16.92,6.05,3.75,-0.16,21,0.524,28.6,4.8,66.7,71.4,0.0,0.4,0.0,0.0,33.3,9.5,28.6,4.8,23.8,60.0,40.0,7,2,6,1,5,9,6,3,0,4,1,3,5,2,0.429,0.000,0.667,1.000,0.600,0.556,0.333
김강현,1,0,1,1,0,0,0,0,0,0,2.0,0,0,0.00,9,2,1,0,0,1,0,0,3,0,0,0,0.00,0.00,0.00,0.00,2.00,1.50,0.09,5,0.400,20.0,20.0,60.0,80.0,0.0,0.3,0.0,0.0,0.0,25.0,0.0,50.0,25.0,50.0,50.0,0,1,0,2,1,2,2,0,0,0,1,1,1,1,,0.000,,0.500,1.000,0.500,0.500
정찬헌,1,1,0,0,0,0,0,0,0,0,4.0,4,4,4.00,17,6,3,0,0,0,0,0,1,0,0,0,9.00,9.00,9.00,8.16,3.58,1.50,0.01,16,0.375,56.3,6.3,37.5,43.8,0.0,1.3,0.0,0.0,6.3,25.0,12.5,25.0,31.3,71.4,28.6,1,4,2,4,5,10,4,1,1,0,1,3,3,3,1.000,0.250,0.000,0.250,0.600,0.300,0.750
정현수,1,0,1,0,0,0,0,0,0,0,0.0,1,1,0.30,1,0,0,0,0,1,0,0,0,0,0,0,99.99,99.99,13.42,12.67,3104.20,99.99,0.00,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
송재영,1,0,1,0,0,0,0,0,0,0,0.0,3,3,2.50,3,1,1,0,0,1,1,0,0,0,1,0,99.99,99.99,72.82,66.54,6204.20,99.99,-0.01,1,1.000,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1.000,,,,,1.000,
장필준,1,0,1,0,0,0,0,0,0,0,0.1,5,5,3.95,6,5,1,0,0,0,0,0,0,0,0,1,99.99,99.99,106.65,100.39,4.20,15.00,-0.01,6,0.833,66.7,0.0,33.3,33.3,0.0,2.0,0.0,40.0,16.7,16.7,16.7,0.0,50.0,80.0,20.0,1,1,1,0,3,4,1,1,1,1,0,2,4,0,1.000,1.000,1.000,,0.667,1.000,0.000
홍정우,1,0,1,1,0,0,0,0,0,0,1.0,5,5,5.00,9,5,1,0,1,1,0,0,1,0,0,0,45.00,45.00,45.00,42.23,16.70,6.00,-0.04,6,0.667,14.3,0.0,85.7,85.7,0.0,0.2,16.7,0.0,28.6,0.0,14.3,42.9,14.3,83.3,16.7,2,0,1,3,1,5,1,2,0,0,2,1,5,0,1.000,,0.000,0.667,1.000,1.000,0.000
강효종,1,1,0,0,0,0,0,0,0,0,1.1,3,3,3.00,9,2,0,0,1,3,0,0,2,0,0,0,20.25,20.25,20.25,18.36,16.35,3.75,-0.05,3,0.333,25.0,0.0,50.0,50.0,25.0,0.5,50.0,0.0,0.0,25.0,25.0,25.0,25.0,66.7,33.3,0,1,1,1,1,2,1,0,1,0,0,1,2,0,,1.000,0.000,0.000,1.000,1.000,0.000
김윤식,1,1,0,0,0,0,0,0,0,0,3.0,4,4,4.00,17,7,2,0,0,1,0,0,1,1,0,0,12.00,12.00,12.00,12.89,4.40,2.67,-0.07,15,0.467,40.0,0.0,53.3,53.3,6.7,0.8,0.0,0.0,6.7,26.7,20.0,40.0,6.7,58.3,41.7,1,4,3,6,1,7,5,0,3,0,3,1,3,4,0.000,0.750,0.000,0.500,1.000,0.429,0.800
